"gene","Top","p.value","FDR","summary.logFC","logFC.Sham","nmf10"
"ZBTB44",1285,6.67227574717061e-40,3.9234019879861e-39,-1.3540180783177,-1.3540180783177,7.67746412451724e-05
"PARP1",1286,7.03765799332389e-40,4.13503450991877e-39,0.835780493072832,0.835780493072832,6.49877209717289e-05
"ECHS1",1287,7.74888394539814e-40,4.54938361238757e-39,-1.85661713582979,-1.85661713582979,1.88722195016431e-05
"CPLX2",1288,8.14885716676947e-40,4.78049415777252e-39,-0.720842131402881,-0.720842131402881,0.000492586371133549
"RGMB",1289,8.57531296950017e-40,5.02676996101963e-39,-1.84900482114184,-1.84900482114184,0.000123981705131891
"JPX",1290,8.75682285366367e-40,5.129190192425e-39,-2.12094600750077,-2.12094600750077,0.000137907459920846
"CAMKV",1291,8.89183674636079e-40,5.20423845511245e-39,-0.780984506742029,-0.780984506742029,0.000173557109981128
"CD99L2",1292,9.94197498899376e-40,5.8143624626035e-39,-1.5482585225235,-1.5482585225235,0.000105158331877929
"RNF141",1293,1.11424333799208e-39,6.51138643609292e-39,-2.25039686102908,-2.25039686102908,3.87684417103072e-05
"UBE2D1",1294,1.24943384548365e-39,7.29576672061394e-39,-1.12141202391277,-1.12141202391277,4.01806573097196e-05
"SLC30A3",1295,1.29023304350548e-39,7.52818600519495e-39,0.814513110052447,0.814513110052447,0.000191183010647515
"EXOC2",1296,1.36564353781673e-39,7.96203902140677e-39,-1.16409401627357,-1.16409401627357,0.000107031637206241
"SLC16A2",1297,1.39135953299928e-39,8.10571521306287e-39,-0.866423259660486,-0.866423259660486,0.000224541963452559
"RYR1",1298,1.41746237277301e-39,8.25142194813013e-39,-1.17287608265337,-1.17287608265337,1.4919783186819e-05
"FBXL4",1299,1.46311690284789e-39,8.51063226937542e-39,-2.87395784464364,-2.87395784464364,7.47178620563061e-05
"GTF2B",1300,1.52898640154321e-39,8.88693942312351e-39,1.2345458210815,1.2345458210815,6.35154514485611e-06
"CHID1",1301,1.54716344609473e-39,8.98567793904058e-39,-1.06698267492871,-1.06698267492871,5.2444978036906e-05
"TDP1",1302,1.57467663255182e-39,9.13844595665243e-39,-1.51608698994337,-1.51608698994337,4.44295032934962e-05
"NDUFAF6",1303,1.58789592130573e-39,9.20809023897625e-39,-1.90839551393279,-1.90839551393279,4.37230773257127e-05
"ASAH1",1304,1.63771504328032e-39,9.48970465262733e-39,-1.49860517385567,-1.49860517385567,6.92700893608971e-05
"MPHOSPH9",1305,1.87945018023083e-39,1.08820885531219e-38,-0.955314522627007,-0.955314522627007,7.02001416676391e-05
"TLN2",1306,2.00252768240732e-39,1.15858339726415e-38,-0.830796354815826,-0.830796354815826,0.00022190883477996
"FBXL18",1307,2.21874101321128e-39,1.28269373342191e-38,-1.80239161613442,-1.80239161613442,6.04430059094733e-06
"TRAPPC10",1308,2.22207066975085e-39,1.28363654286219e-38,-1.27650383196655,-1.27650383196655,1.19556463392021e-05
"PRRT3",1309,2.24671282552671e-39,1.29688022228264e-38,-2.56003751596553,-2.56003751596553,6.87143971273129e-06
"CIZ1",1310,2.35279005276023e-39,1.35707493424858e-38,-1.46358858170526,-1.46358858170526,3.15632210994848e-05
"TIA1",1311,2.7578052092043e-39,1.58947186580838e-38,-0.728503036806272,-0.728503036806272,1.91850090640563e-05
"IKZF2",1312,2.79435206981471e-39,1.60930824996341e-38,-2.19094454202718,-2.19094454202718,0.000231393560645281
"NAF1",1313,2.85138557132945e-39,1.64090398910627e-38,1.1755736643102,1.1755736643102,0.000194444638268391
"DARS2",1314,2.93324552517055e-39,1.68672779209959e-38,-2.62343303938135,-2.62343303938135,3.79805600858824e-06
"TBC1D9",1315,3.09278832198635e-39,1.77711852174365e-38,-1.83201940219447,-1.83201940219447,9.7921707460583e-05
"SNX15",1316,3.34684041830968e-39,1.92163572954012e-38,-1.5785491694757,-1.5785491694757,7.81217811875136e-06
"ASCC2",1317,3.66476515941019e-39,2.10257900869426e-38,-1.2675173800191,-1.2675173800191,2.17543929297778e-05
"SELENOM",1318,3.77426862674081e-39,2.16376128555794e-38,-1.35519977631936,-1.35519977631936,6.44251755523551e-05
"TBC1D31",1319,3.79115692909518e-39,2.17179543261889e-38,-2.29428988221671,-2.29428988221671,0.000145726530617019
"FLRT2",1320,4.16932291683268e-39,2.38662151208999e-38,-1.83629652651434,-1.83629652651434,0.000297522766507209
"DPY30",1321,5.40755652665755e-39,3.09307321085727e-38,-1.65387061432361,-1.65387061432361,6.24683149183982e-06
"IFT57",1322,5.82875526657285e-39,3.33147313118188e-38,-1.27266200919319,-1.27266200919319,8.50093328803062e-05
"ZDHHC5",1323,6.14022029591574e-39,3.50684085834763e-38,1.3684833497163,1.3684833497163,7.20355611880561e-06
"WIPI1",1324,6.66135709428861e-39,3.80160228130248e-38,-2.20786024483311,-2.20786024483311,1.32632399878364e-05
"NUP210",1325,7.54131397613648e-39,4.30054101159906e-38,-1.95089015384408,-1.95089015384408,5.92601655597811e-05
"MBD2",1326,7.85946635235646e-39,4.47859183698381e-38,0.672522662809271,0.672522662809271,3.16337513108469e-05
"KDM6A",1327,8.2402231263666e-39,4.69202154806526e-38,-1.03054147631784,-1.03054147631784,0.00016889210170304
"EIF4A1",1328,8.98782848112228e-39,5.11385783157831e-38,0.777839218670819,0.777839218670819,7.62055909687198e-05
"RIT2",1329,1.01611752182109e-38,5.7763473372568e-38,-0.720269458657189,-0.720269458657189,0.000526023536552701
"ZNF519",1330,1.01674721526622e-38,5.7763473372568e-38,-1.84955569712205,-1.84955569712205,0.000266617352056172
"CLGN",1331,1.06544000919655e-38,6.04843329037496e-38,-2.79131392976868,-2.79131392976868,3.71217720116388e-05
"NFXL1",1332,1.16991621788931e-38,6.63655175853727e-38,-2.04649292972982,-2.04649292972982,2.12636171884173e-05
"KMT5C",1333,1.18592929730536e-38,6.72234191330779e-38,-3.48599055353611,-3.48599055353611,3.13630480439939e-05
"WIPI2",1334,1.28215491011557e-38,7.26234070527227e-38,-1.2947742183558,-1.2947742183558,1.90924662641811e-05
"KLHL20",1335,1.58586721249885e-38,8.97588963119199e-38,-1.89684273490699,-1.89684273490699,0.00021746042219793
"HELQ",1336,1.82411500307855e-38,1.03166264695071e-37,-1.45910368069438,-1.45910368069438,3.06550124223511e-05
"TMED8",1337,1.91009604251986e-38,1.07948284946e-37,-1.73761610836967,-1.73761610836967,2.89259326519462e-05
"FANCM",1338,1.98118448355696e-38,1.11882137202963e-37,-2.21046372065409,-2.21046372065409,2.96245022341583e-05
"SVOP",1339,2.01814421301548e-38,1.1388422459705e-37,-0.687246044445174,-0.687246044445174,0.000277898044060603
"GOLPH3L",1340,2.11509004526671e-38,1.19265823746531e-37,-1.76005221372867,-1.76005221372867,9.13598062374744e-06
"ZNF831",1341,2.16805808918549e-38,1.22161423727706e-37,-1.03590321791656,-1.03590321791656,0.000345497418408125
"CAMKK1",1342,2.17904715264909e-38,1.22689122842151e-37,0.762785423674375,0.762785423674375,0.000121714020608624
"FAN1",1343,2.33400078662311e-38,1.31315785135698e-37,-2.12450041355988,-2.12450041355988,1.15533259533674e-05
"RB1CC1",1344,2.40617517090433e-38,1.35275741007092e-37,-0.720325308145076,-0.720325308145076,0.000142496276515811
"WDR31",1345,2.69111858579885e-38,1.51182840403688e-37,-2.72487613414868,-2.72487613414868,1.75739800799777e-05
"TGFA",1346,2.7507601605739e-38,1.5441860158467e-37,-1.29864307476365,-1.29864307476365,9.83950005011659e-05
"SLC18B1",1347,2.77988961173358e-38,1.55937980001923e-37,-2.75213611576407,-2.75213611576407,7.11827183267714e-05
"BCL11B",1348,2.80988276502074e-38,1.57503517600123e-37,-0.651880010832264,-0.651880010832264,0.000487592406554962
"CDYL2",1349,2.98316700480433e-38,1.67092734531517e-37,0.967418364390394,0.967418364390394,4.21757619822636e-05
"TANGO6",1350,3.05408963235577e-38,1.70938527867262e-37,-1.60883428911492,-1.60883428911492,3.87843470109972e-05
"MSI2",1351,3.24288623817141e-38,1.81371194786256e-37,0.629308202446017,0.629308202446017,0.000136042407233431
"CFLAR",1352,3.31491629125857e-38,1.8526262941383e-37,1.54578272429007,1.54578272429007,0.000233766962952047
"E2F3",1353,3.6608955994467e-38,2.04447355132442e-37,0.892089025105166,0.892089025105166,7.86861534561466e-05
"BSCL2",1354,3.97028738305706e-38,2.21561975379461e-37,-1.62030244244099,-1.62030244244099,3.70275971467584e-05
"FAM76B",1355,4.67678119131698e-38,2.60795267022811e-37,-1.42198191993757,-1.42198191993757,8.36430162698529e-07
"WDPCP",1356,5.51584905591595e-38,3.07358078661512e-37,-1.24902698686656,-1.24902698686656,0.000120362573843113
"MRPL33",1357,5.59580732032672e-38,3.1158378859535e-37,-1.90942495028181,-1.90942495028181,9.82361255112034e-05
"CAMTA2",1358,6.12258227691747e-38,3.40664445393141e-37,-1.00824364492916,-1.00824364492916,1.94894838032635e-05
"CAB39L",1359,6.78769986072605e-38,3.77394114405048e-37,-1.11946201741484,-1.11946201741484,5.64647342557329e-05
"ENOX2",1360,7.00246337774674e-38,3.89048627075397e-37,-1.44349851711682,-1.44349851711682,7.84795949832726e-05
"LRRC4B",1361,8.03216669063495e-38,4.45929842134e-37,-1.08226592844097,-1.08226592844097,0.000140738004638728
"MFSD13A",1362,1.13823610537296e-37,6.31461968590172e-37,-2.06654002215962,-2.06654002215962,2.43666177152448e-05
"DST",1363,1.33302203200906e-37,7.3898125266768e-37,-0.649851002258875,-0.649851002258875,0.00025819192204136
"KAT6B",1364,1.3945185898752e-37,7.72506045828232e-37,-0.67014746935407,-0.67014746935407,0.000211539309696293
"LARS2",1365,1.40733744282842e-37,7.79036023297552e-37,-1.37508539043492,-1.37508539043492,7.33626523845297e-05
"ANO4",1366,1.45128460804596e-37,8.02774999882529e-37,-1.67304263060578,-1.67304263060578,0.000246287246205372
"MGAT5",1367,1.51242529367723e-37,8.35982847039154e-37,-0.967793636696883,-0.967793636696883,0.000109572768079021
"KCNK12",1368,1.59920291221419e-37,8.83302427243447e-37,-1.22359628542404,-1.22359628542404,0.00015863505110957
"DNAJC16",1369,1.65227785057799e-37,9.1195116427811e-37,-1.39886005249253,-1.39886005249253,3.80416067567338e-05
"SHQ1",1370,1.98644640306554e-37,1.09559043953016e-36,1.48388399268606,1.48388399268606,1.03044256000791e-05
"GGCX",1371,2.00791323081454e-37,1.10662234661084e-36,-2.75878260342112,-2.75878260342112,4.95714623649868e-06
"PPP1R2",1372,2.22581145813715e-37,1.22581861353385e-36,0.863930353777121,0.863930353777121,7.68593184189553e-05
"NAA35",1373,3.15662226778852e-37,1.73717682850767e-36,-0.975512207974456,-0.975512207974456,0.000107641957615875
"JADE2",1374,3.2710275335876e-37,1.79882707742269e-36,-2.75328867711968,-2.75328867711968,1.34787677807893e-05
"TNFRSF21",1375,3.32472140621271e-37,1.82702508693406e-36,-1.04747042184995,-1.04747042184995,2.79136430184532e-05
"KIAA0825",1376,3.54035805758622e-37,1.94410941011058e-36,-0.921708974193363,-0.921708974193363,2.35796536336006e-05
"ITGA4",1377,3.57684578238054e-37,1.9627194431131e-36,-1.36346696620085,-1.36346696620085,1.46671710768441e-06
"INTS6L",1378,3.586633419464e-37,1.96666198239986e-36,-0.959151427657167,-0.959151427657167,5.71427323509595e-05
"TMEM126B",1379,3.68176303640117e-37,2.01736051508681e-36,-2.42849811875156,-2.42849811875156,8.9059102408509e-06
"WDR11",1380,4.27729406963114e-37,2.34197347754585e-36,-1.34672125330328,-1.34672125330328,2.07104450184451e-05
"PNMA2",1381,4.3372150992751e-37,2.37306280160194e-36,-3.58374262849256,-3.58374262849256,0.000144240845655644
"CDS2",1382,4.79612858849182e-37,2.62225380713777e-36,-0.997548038150767,-0.997548038150767,0.000181315966877724
"MB21D2",1383,5.04706267442548e-37,2.75745521098762e-36,-1.600903582245,-1.600903582245,0.000193085818663931
"RNASEH1",1384,5.20883122566773e-37,2.84378097840647e-36,-2.21877305751275,-2.21877305751275,2.19494755435979e-05
"R3HDM4",1385,5.93446379326768e-37,3.23760349616827e-36,-1.11813398246804,-1.11813398246804,2.61657879313549e-06
"UBXN2B",1386,5.98366600693979e-37,3.26209093423069e-36,-1.2459130721244,-1.2459130721244,0.00010348082017448
"MAPKBP1",1387,6.02646234852002e-37,3.28305331690104e-36,0.808844536381553,0.808844536381553,5.9079834995735e-05
"JUN",1388,6.28799979536364e-37,3.42306386554525e-36,0.768576435418969,0.768576435418969,0.000292789297076289
"STMN3",1389,6.39156787469171e-37,3.47693929886037e-36,-0.804152840602103,-0.804152840602103,7.28048339835364e-05
"LRRC8B",1390,6.78259433279522e-37,3.68699876105042e-36,0.741289650998506,0.741289650998506,0.000272622089045414
"SLC35A1",1391,7.02994611492934e-37,3.81871120376749e-36,-1.60285851655636,-1.60285851655636,9.61774966436153e-05
"MINDY2",1392,7.80394773050965e-37,4.23610840888872e-36,-1.2729813406638,-1.2729813406638,8.772788092448e-05
"GYS1",1393,9.03741872098595e-37,4.90213466301292e-36,-1.94299821290234,-1.94299821290234,9.09657820635976e-05
"DDO",1394,1.05047885484373e-36,5.69398725050155e-36,-2.60781883753073,-2.60781883753073,0.000110952883432236
"NR1D2",1395,1.10379956492529e-36,5.97871649646992e-36,-1.48709018567939,-1.48709018567939,1.46848430667808e-05
"PAQR3",1396,1.19698318006909e-36,6.47880007779516e-36,-1.24548690957474,-1.24548690957474,0.000145688189438131
"ATXN3",1397,1.23091734758273e-36,6.65770327726206e-36,-1.20915934701252,-1.20915934701252,0.00012085348717655
"DCUN1D4",1398,1.27096671909926e-36,6.86940238162665e-36,0.928695163617423,0.928695163617423,0.000108948539046804
"FAM171B",1399,1.34141235652748e-36,7.24496909644145e-36,-0.712798814668142,-0.712798814668142,0.000139000475551898
"ERF",1400,1.50735900986279e-36,8.13543191323091e-36,1.32221728901224,1.32221728901224,5.69136207371074e-06
"PPCDC",1401,1.56438533182873e-36,8.4371845590991e-36,-1.47398638674672,-1.47398638674672,2.66830322683145e-05
"PARVA",1402,1.6909154488613e-36,9.11309353180885e-36,-2.60254579448543,-2.60254579448543,9.05829214391271e-05
"TTLL1",1403,1.81023323573242e-36,9.74919624318898e-36,-3.04986956899003,-3.04986956899003,4.38714490521481e-05
"AP3B1",1404,1.88130789342317e-36,1.01247595745766e-35,-0.6938910850772,-0.6938910850772,0.000118125736796891
"TOM1L2",1405,1.93200978778143e-36,1.03902248800544e-35,-0.661829417387558,-0.661829417387558,0.000137835741854582
"FAM234B",1406,1.95822224884672e-36,1.05237036360496e-35,-1.41394150523341,-1.41394150523341,6.51509242390421e-05
"WSB1",1407,1.99371175725525e-36,1.07068131043501e-35,0.899343406920748,0.899343406920748,4.39699154387231e-05
"TRIM26",1408,2.00957881753254e-36,1.07843590520425e-35,-1.79163430152336,-1.79163430152336,1.26443186580244e-05
"PARP2",1409,2.11776444224717e-36,1.13568687903616e-35,-1.64167856834271,-1.64167856834271,3.00427784506162e-05
"DNAL1",1410,2.18100572224452e-36,1.16877157711202e-35,-1.13502496131593,-1.13502496131593,4.93631364308907e-05
"ZC2HC1A",1411,2.30503808996022e-36,1.23436341656552e-35,-1.31563256338136,-1.31563256338136,0.000100891264485242
"ANKZF1",1412,2.36114025238687e-36,1.26351103024328e-35,-1.97932397345885,-1.97932397345885,2.90227790547653e-05
"FASTKD1",1413,2.40570756045412e-36,1.28644913848487e-35,-2.16427317778665,-2.16427317778665,9.28040265662031e-05
"KIF3A",1414,2.48326186665085e-36,1.32698208376335e-35,-0.817946602632685,-0.817946602632685,0.000126466294808218
"PANTR1",1415,2.62174892769417e-36,1.39999539912771e-35,-1.91633300479334,-1.91633300479334,7.90338552424325e-05
"CCDC13",1416,2.88087962563957e-36,1.53728294147829e-35,-2.50595423370286,-2.50595423370286,5.91130468797916e-05
"RAD51D",1417,3.00979959968064e-36,1.6049432445439e-35,-3.04361325194414,-3.04361325194414,2.06658517274742e-05
"RBM11",1418,3.03589794103627e-36,1.61771825405288e-35,-3.48352565571477,-3.48352565571477,1.5751490289226e-06
"SIAE",1419,3.23479658172416e-36,1.72248928622323e-35,-2.52629515301054,-2.52629515301054,2.03948857826922e-05
"COMMD3",1420,3.67828649574381e-36,1.95726287055212e-35,-1.23434211363116,-1.23434211363116,4.30530151893655e-06
"SCARB2",1421,3.73160197867597e-36,1.98423536600111e-35,-1.65741551307243,-1.65741551307243,0.000101940808949326
"OPHN1",1422,4.44785077867268e-36,2.36342900728908e-35,-0.899780983128054,-0.899780983128054,0.000453786161451187
"PIK3C2B",1423,4.69387472634894e-36,2.49240459819342e-35,-1.84034705265083,-1.84034705265083,5.40828205846477e-05
"CHL1",1424,5.09790797489234e-36,2.70504161926171e-35,-0.688150611545064,-0.688150611545064,0.000540491872421236
"PTTG1IP",1425,5.22556339845419e-36,2.77083207289261e-35,1.60398488599101,1.60398488599101,8.70112883337436e-05
"ZBTB8A",1426,5.5766366606143e-36,2.95491350684442e-35,-2.34671189873292,-2.34671189873292,5.08773950922306e-05
"MCM9",1427,5.65694349115022e-36,2.99536545333785e-35,-2.45732159027485,-2.45732159027485,2.2771126210748e-05
"TSGA10",1428,5.69653199630702e-36,3.01421538964259e-35,-0.822179194680742,-0.822179194680742,0.000174674186125341
"MORN4",1429,5.72427141956047e-36,3.02677360715177e-35,-2.15571366601414,-2.15571366601414,0.000104215765225305
"TMEM184B",1430,5.90388115182288e-36,3.11956125756459e-35,-1.43739979900467,-1.43739979900467,8.62046643934564e-05
"NPHP4",1431,6.04598886466025e-36,3.19241732085067e-35,-1.00083674800613,-1.00083674800613,0.000157262477432492
"PTS",1432,6.47272088321818e-36,3.41535467832376e-35,-2.81074570277727,-2.81074570277727,7.07593243533317e-05
"MGA",1433,7.00154225681325e-36,3.69181111601403e-35,-0.879544440143841,-0.879544440143841,0.000112540954690921
"ANKRD45",1434,7.42242857254281e-36,3.91100908606231e-35,-1.07553281622152,-1.07553281622152,0.000132007006013266
"BNIP3L",1435,7.66023631072149e-36,4.03350143301823e-35,-1.694657414888,-1.694657414888,7.53433168360354e-05
"GEMIN8",1436,7.80584843225127e-36,4.10731133385032e-35,-2.43409478081594,-2.43409478081594,2.87073325452242e-05
"USP3",1437,8.00917037742927e-36,4.21136335225162e-35,-1.06630263881969,-1.06630263881969,0.00012299372294297
"LONRF3",1438,8.40891268984845e-36,4.41848013104973e-35,0.892928549495061,0.892928549495061,0.000276302917403331
"HS1BP3",1439,8.76762189237549e-36,4.60376310068025e-35,-2.34194420698111,-2.34194420698111,5.78165213382943e-06
"GPD1L",1440,8.98732240117144e-36,4.71584778217023e-35,-2.45228773097588,-2.45228773097588,3.42109518482526e-05
"CASD1",1441,9.39619260040893e-36,4.9269695550791e-35,-1.29435306140339,-1.29435306140339,0.000121479555577758
"SNX30",1442,1.01250876634131e-35,5.3054897631588e-35,-0.911862900203241,-0.911862900203241,7.95001725336296e-05
"NUP42",1443,1.03390061721368e-35,5.4138274869484e-35,-1.83336228813284,-1.83336228813284,0.000112993681453345
"LEKR1",1444,1.05772009005555e-35,5.53471814436268e-35,-1.60931717891793,-1.60931717891793,7.65590590211769e-06
"ALDH3A2",1445,1.05872141783759e-35,5.53612389839504e-35,-2.80489531422728,-2.80489531422728,0.000264915090886298
"GAS2L1",1446,1.17896761572627e-35,6.16063575686564e-35,-1.64290271297895,-1.64290271297895,2.64458607393268e-06
"BABAM1",1447,1.43845979807397e-35,7.51140444661157e-35,-0.987210754861496,-0.987210754861496,5.37353615540294e-06
"MTERF1",1448,1.44399264330732e-35,7.53508868289367e-35,-2.38964818203448,-2.38964818203448,2.96073407170588e-05
"POLR3C",1449,1.46647161385117e-35,7.6471080153619e-35,-1.73621989356365,-1.73621989356365,3.9336249191397e-06
"NEK9",1450,1.46766090221712e-35,7.64803157045005e-35,-1.05913105386899,-1.05913105386899,4.67335491307685e-05
"ABAT",1451,1.75462316226707e-35,9.13710035430055e-35,-1.78632763385914,-1.78632763385914,3.90139663351889e-05
"TMEM150C",1452,1.76127168001202e-35,9.16540551940139e-35,-0.766482312609493,-0.766482312609493,0.000238958065033952
"AASDH",1453,1.76310826107844e-35,9.16864832808583e-35,-2.01924703691235,-2.01924703691235,4.13946935375191e-05
